household_index,evaluation_windows,forecast_points,mae_kwh,rmse_kwh,bias_kwh,r2,seasonal_naive_mae_kwh,beats_seasonal_naive
313,24,576,0.08333704912284803,0.13166600685042612,-0.015006494236230437,0.3119773523178566,0.11359027743391278,1
315,24,576,0.22461847450015032,0.4464010913118167,-0.14058359260929543,0.019900850934093994,0.28497743320703095,1
323,24,576,0.134373363521364,0.27803026563643746,-0.054185964813869864,0.15855117439126365,0.20079166642648894,1
335,24,576,0.2812074724222637,0.5067752527000962,-0.1770188606913305,0.0817101411891833,0.4481128474128329,1
336,19,456,0.1498559851918304,0.2990162914186109,-0.09232177049444433,0.19287505489997125,0.2233530697331094,1
338,24,576,0.1679020670449568,0.25565759702580504,-0.03378713850138916,0.21959343617568317,0.22955208354526097,1
340,24,576,0.39130866885211113,0.5439304671817001,-0.0027182120377094382,0.06328048938868458,0.563942709666056,1
341,24,576,0.1964470279053785,0.4250082029126335,-0.07884825506739111,-0.11430868546589168,0.2539704849348507,1
343,24,576,0.0107640773737027,0.019187592208581693,-0.003019305971166533,0.54905422568221,0.014407986050678624,1
348,24,576,0.0880411283320023,0.19984468573924255,-0.03749644537715034,0.24610599241388098,0.11448263915048705,1
351,24,576,0.16271888802293688,0.24393597621695035,-0.006502500489457614,0.35653982090023484,0.18750173637333015,1
353,24,576,0.2902910303835395,0.5017905739154843,-0.17068155339155863,-0.009851148410778832,0.38715451503069037,1
356,24,576,0.3009359182453611,0.47330016800242974,-0.04624616293909235,0.4024134775955611,0.4626458360063326,1
357,24,576,0.09356794316813143,0.1718961210660532,-0.034809671090139695,0.2799160016170069,0.14522048612060542,1
359,24,576,0.3991089032755958,0.6646227318424933,-0.14375337916943762,0.45287781924796855,0.6291111081114246,1
362,24,576,0.3067771124446558,0.5144911605367039,-0.10312342504039407,0.3549100933290027,0.43274999963533545,1
372,24,576,0.1577882829167518,0.3911306689890776,-0.07216973462103245,0.3211640319567194,0.20082638900364852,1
375,24,576,0.09877419894716392,0.20388703045470177,-0.04993218386597517,0.10984486133873217,0.13992361000014675,1
377,24,576,0.18592972886593392,0.3227151097090118,-0.08664462208333942,0.19167157464478435,0.2731875002500601,1
385,24,576,0.09245661252255861,0.25224448551617457,-0.043710762893574104,0.22430497056249554,0.11245312496774001,1
398,24,576,0.5856423011282459,0.975752989032431,-0.23953084915410727,0.15075856236642982,0.8829184021645536,1
406,24,576,0.10739945298215996,0.2295665886273904,-0.056039265111192234,0.17258081332124164,0.13023958229718524,1
409,24,576,0.12828897937045744,0.3138727073327147,-0.06739052054601619,0.40130007571536463,0.15123611127556716,1
413,24,576,0.3226182706291891,0.5419588451660736,-0.10929497458144194,0.22980463307764187,0.43302603785155547,1
415,24,576,0.5582918150402192,0.9341354929340606,-0.21781623076337078,0.30519947874858744,0.7698541710981064,1
429,24,576,0.09155286341491672,0.15289519865293538,-0.022062543624391157,0.5197131046296927,0.12611805545424837,1
431,24,576,0.14611626566491193,0.21433103792630662,-0.03311468127907978,0.25656597875990883,0.20052603989218673,1
435,24,576,0.04113888863422391,0.0623896713100518,-0.013022116294855045,0.3709543751029011,0.049677083579202495,1
