horizon_step,mae_kwh,seasonal_naive_mae_kwh,central_80_coverage_percent,central_80_width_kwh,q10_pinball_kwh,q50_pinball_kwh,q90_pinball_kwh
53,0.19443473738980252,0.2433411665923562,78.86728655959425,0.5787207449335379,0.030411062156472313,0.09721736869490126,0.06873426225637191
54,0.19771790289038063,0.2470530851730732,78.25866441251057,0.5847386347056284,0.031088213017846568,0.09885895144519032,0.0676807579237073
55,0.20131565050814418,0.25379180028838394,78.29247675401521,0.5889644832623885,0.03201076553838038,0.10065782525407209,0.06886196049214338
56,0.20137408133559895,0.25312426026715895,78.19103972950127,0.5889538700660607,0.03215751550492779,0.10068704066779947,0.0691700844518067
57,0.19946613691169543,0.2505815722480879,78.12341504649197,0.5813999521960617,0.031312875277501644,0.09973306845584771,0.06824821442744858
58,0.20182415530724296,0.24556525771269758,77.5993237531699,0.5768998819941796,0.03171084068230242,0.10091207765362148,0.06903156303401257
59,0.203876995726875,0.2522874050330456,77.8698224852071,0.5802081838002544,0.03208163222643016,0.1019384978634375,0.06957987132259044
60,0.2043369376767786,0.2511468301900656,77.92899408284025,0.5822571882618405,0.03236499667931547,0.1021684688383893,0.07126713444252719
61,0.20075130968488278,0.25157244246401284,78.43617920540997,0.5843723101877115,0.03184836148392746,0.10037565484244139,0.07001612008781734
62,0.20126878232885456,0.25007269621362427,78.13186813186813,0.5888362110642157,0.03181890119224413,0.10063439116442728,0.06971392450750165
63,0.19821847669434875,0.2505064242151003,78.32628909551987,0.5872284215740152,0.03176275096143185,0.09910923834717437,0.06854985309299573
64,0.19633073677053067,0.2441473373299896,78.43617920540997,0.5866302016236095,0.03157661786534685,0.09816536838526534,0.06745444238917561
65,0.19754138264612414,0.24632493675215444,78.32628909551987,0.594432382137527,0.03177451880315896,0.09877069132306207,0.06860020056936966
66,0.19749618750467987,0.2550929840730105,78.47844463229079,0.5971707494739077,0.03169975215658554,0.09874809375233994,0.06805180190666056
67,0.19205913153521056,0.24477514846859358,79.02789518174134,0.5905470526427617,0.031192583539326368,0.09602956576760528,0.06495331328533209
68,0.19281260784598458,0.24565562174140043,78.89264581572274,0.5831218420537728,0.031028229133355508,0.09640630392299229,0.06579873251396541
69,0.1933495113927446,0.23832442990699249,78.42772612003381,0.5795572874819004,0.030834654403836,0.0966747556963723,0.065600673134231
70,0.19438519692235956,0.23987996658765523,78.63905325443787,0.5821769155954862,0.03097353996356643,0.09719259846117978,0.06682266917367968
71,0.19713666053476586,0.24538292481390986,78.70667793744717,0.5825513955383267,0.03110613834864453,0.09856833026738293,0.07002558381272413
72,0.1948488562720287,0.24432654276553978,78.74894336432799,0.5773762373895919,0.03076435039754787,0.09742442813601435,0.06964491640126674
73,0.19172901278327528,0.2445679624849735,78.49535080304311,0.5733570855774441,0.030337689086964704,0.09586450639163764,0.06732442306813415
74,0.19057367506724948,0.24008554571050567,79.09551986475063,0.5721129101813105,0.02976669752626972,0.09528683753362474,0.06549665730335733
75,0.19088776111515016,0.23701124226497108,78.5883347421809,0.5757084298122995,0.029972056331361605,0.09544388055757508,0.065215831676381
76,0.1949258138343114,0.243714031402753,78.51225697379543,0.5828079392197918,0.030590146540507474,0.0974629069171557,0.06865737650577548
77,0.19837816221203336,0.24960346550655899,78.36855452240069,0.5899185816683711,0.030855601002767123,0.09918908110601668,0.06772666044977374
78,0.19864562579629758,0.24951868103984398,77.60777683854607,0.5921440328185121,0.031111317222910093,0.09932281289814879,0.06906481770879921
79,0.20639449436732532,0.2558663565831397,77.26965342349958,0.592352619744152,0.03222208452473411,0.10319724718366266,0.07276050296671989
80,0.20949161557848978,0.2557781908448568,77.47252747252747,0.5886476673712991,0.03280384423345444,0.10474580778924489,0.07134446158135149
81,0.2112137699597103,0.2599754861297872,76.72020287404902,0.5817566444946002,0.03275031280086487,0.10560688497985515,0.07283563288728329
82,0.20921872934222271,0.2586372779280385,76.8385460693153,0.5799739350298747,0.0324800185181522,0.10460936467111136,0.0752235183140871
83,0.20705934494353387,0.2605473368840677,77.1513102282333,0.5853123572283142,0.032239817055355315,0.10352967247176693,0.07449210167764585
84,0.20744053031318777,0.25783457329493986,77.97971259509721,0.5912876324668583,0.032327337383656916,0.10372026515659388,0.07407729112706903
85,0.2071830068669087,0.2607081151002347,77.52324598478445,0.5963318851829302,0.03230318939225526,0.10359150343345434,0.07211277169230479
86,0.20470200593669918,0.26066500356051653,77.3119188503804,0.6003199611842277,0.03214066486321184,0.10235100296834959,0.07208427136151126
87,0.19645402010125215,0.24705054942872343,78.85038038884193,0.5981174954067547,0.030857821789198103,0.09822701005062608,0.06872073818997466
88,0.194805104015309,0.2456437019984252,78.35164835164835,0.5940941088283547,0.0311163471908015,0.0974025520076545,0.06865025881844002
89,0.1923317362766072,0.2504858834044012,78.95181741335587,0.595062973082359,0.030870916437668785,0.0961658681383036,0.06793312078119614
90,0.19360095523989895,0.24843017711174822,78.68131868131869,0.5971552082081667,0.031080323063375263,0.09680047761994948,0.0661339514702909
91,0.1933180859346753,0.24211065085654582,79.2814877430262,0.5941020960470442,0.03128811236570378,0.09665904296733765,0.06611091198084133
92,0.1944821219838333,0.24543879960727777,78.70667793744717,0.5901095027402279,0.03116791416404703,0.09724106099191665,0.06598735172606567
93,0.1984961302191668,0.24817252724955177,78.51225697379543,0.5862772480849642,0.03149481502540389,0.0992480651095834,0.06837608929389472
94,0.19236774434750617,0.24013330473723787,78.63060016906171,0.5839961982523793,0.031002076889224982,0.09618387217375308,0.06689900510564809
95,0.19552457414119123,0.24219213878321214,78.29247675401521,0.5815285749896804,0.03101183740544474,0.09776228707059562,0.06919412006792194
96,0.19335974650270082,0.24157404939030766,78.89264581572274,0.5768714287687217,0.03009416499049171,0.09667987325135041,0.06818578086263107
97,0.18933530559638123,0.23930067614731335,78.52071005917159,0.5740018399685601,0.03014781469820478,0.09466765279819062,0.06711071695020225
98,0.190964212590352,0.23990710072545296,77.99661876584953,0.5752744472776835,0.030084559455752738,0.095482106295176,0.06564605749627175
99,0.19339567045105513,0.2452702452149754,78.56297548605241,0.5760363253741498,0.03052790808296563,0.09669783522552756,0.06618679979666611
100,0.19544664243126222,0.24553634871335878,78.19103972950127,0.5784438443445469,0.031110062031871225,0.09772332121563111,0.06922571309594823
101,0.19516127667732183,0.2474367706452883,78.41081994928149,0.5827637966075028,0.031169260559790402,0.09758063833866092,0.0676444014040674
102,0.19682851402218535,0.2573268809741649,77.5570583262891,0.5833973591260561,0.03126776078824242,0.09841425701109267,0.06774223467412353
103,0.19827817764635702,0.25366559625840024,77.87827557058327,0.5860587018921768,0.03102024021270353,0.09913908882317851,0.06923073545855939
104,0.20182336186591257,0.24809535066127764,77.6923076923077,0.5879519336050113,0.031813072241461765,0.10091168093295629,0.0703684828504576
105,0.20896559758969266,0.2524476753616476,77.03296703296704,0.586058228705377,0.03227648467545996,0.10448279879484633,0.07352434677806083
106,0.20428967695756683,0.25444328027680146,77.75993237531699,0.5861269237426188,0.03173436944374895,0.10214483847878342,0.07137598167176946
107,0.20123581900450377,0.25103169897950467,78.09805579036349,0.5933335617987701,0.03174335972164529,0.10061790950225188,0.07006611572778129
108,0.1977506421403662,0.24740667793676785,78.1149619611158,0.5981562170066561,0.031397083184871465,0.0988753210701831,0.06794106071999702
109,0.20124354236497807,0.2488895187349553,78.27557058326289,0.6011964777090096,0.03201542926303668,0.10062177118248904,0.06921098086312076
110,0.20379631970914697,0.25401885024662973,78.01352493660187,0.6049916561551025,0.03224668552773039,0.10189815985457348,0.07010495408252403
111,0.19987841169457082,0.25339560424632473,77.92899408284025,0.6033766404290899,0.0317357206600519,0.09993920584728541,0.06942406411764
112,0.20273145052238822,0.2534401520317151,78.08960270498731,0.5997681073383249,0.032249189736663283,0.10136572526119411,0.07052618012268597
113,0.19673919743603502,0.24902011781411532,78.41927303465765,0.5992543825525675,0.03135790998306651,0.09836959871801751,0.06777593903851153
114,0.19716321799788708,0.24180726938905975,77.87827557058327,0.6027519356477954,0.0315083742273761,0.09858160899894354,0.06757322432948336
115,0.19852410650086666,0.25553820763486507,78.36010143702451,0.6022225358866425,0.03197856658260237,0.09926205325043333,0.06849533464162529
116,0.1922570537094976,0.2477772614983401,79.42519019442096,0.5971942531605204,0.031109858100664998,0.0961285268547488,0.0672004586676283
117,0.1930884422748827,0.24683296660430545,78.57142857142857,0.5918008020038745,0.030949578501034608,0.09654422113744135,0.06769925034467664
118,0.19443163585243323,0.24481614506931382,78.12341504649197,0.5870441556506444,0.030793438802202092,0.09721581792621661,0.06802626247885044
119,0.19437131311320183,0.24234327910096398,78.59678782755705,0.5807285487405267,0.030693276532367846,0.09718565655660091,0.06930566446006585
120,0.19512919638498652,0.2428354188976892,77.84446322907861,0.5747693842360454,0.030691544925228412,0.09756459819249326,0.06826010183555348
121,0.19463177526383454,0.23939425157852878,78.43617920540997,0.5737947093952579,0.03052219983433708,0.09731588763191727,0.06783238341021149
122,0.1994223035524668,0.24387523238484166,78.33474218089603,0.5804608874712472,0.03113772399662345,0.0997111517762334,0.0705733727662914
123,0.2002081387508478,0.24619230743865061,78.27557058326289,0.5848378157975894,0.03154425653064396,0.1001040693754239,0.06840644259569435
124,0.20217714566290715,0.2499743870431451,77.90363482671175,0.584295947954528,0.0321044384543284,0.10108857283145357,0.06999693474739757
125,0.2026155759132799,0.2480459000233231,77.65849535080305,0.5853067563785646,0.03226286134102512,0.10130778795663994,0.0697113371142586
126,0.2020959499693591,0.2494287403602612,77.91208791208791,0.5856183114758088,0.03161142408367682,0.10104797498467954,0.06905301053648912
127,0.20675503453195776,0.24895579043706126,77.32882502113272,0.5892423616272002,0.03262337991617936,0.10337751726597888,0.07081724370787655
128,0.210508220938471,0.25547235845002625,77.16821639898563,0.5953911898716318,0.03314108820071058,0.1052541104692355,0.07317472557220497
129,0.2115999159111069,0.2550809806506429,77.21048182586644,0.5947597335029632,0.03324592474438045,0.10579995795555346,0.07416488920111439
130,0.20843218463300417,0.25769002501556015,78.17413355874895,0.5928465982399101,0.03254022713519886,0.10421609231650208,0.07380468344360352
131,0.2088659836534909,0.2563816564458435,77.8698224852071,0.5964837539598236,0.032672428759707974,0.10443299182674545,0.07301887281017284
132,0.21065947560859757,0.2551167367097358,77.60777683854607,0.5944455116752294,0.03326303666309137,0.10532973780429879,0.07254489343589436
133,0.20616636542294506,0.2509909558494513,77.86136939983093,0.5928381037332178,0.033090988419949174,0.10308318271147253,0.07084057704196188
134,0.204924672550816,0.252810481689496,78.34319526627219,0.5967460520651222,0.033087703589499466,0.102462336275408,0.07066484223330356
135,0.20312810242984422,0.25493482708080145,78.05579036348267,0.5959030746011239,0.03242028172150487,0.10156405121492211,0.06939222735297264
136,0.19932969433828696,0.24902595100432928,78.63060016906171,0.5930804121430201,0.032319303870293664,0.09966484716914348,0.06687251914221942
137,0.20136645761006025,0.25212273941125757,78.49535080304311,0.5960033814225776,0.03235529732320356,0.10068322880503013,0.06862749675571518
138,0.20294168772459484,0.24601724468476066,78.42772612003381,0.5994126365663587,0.03256376681693903,0.10147084386229742,0.06870866574877653
139,0.20399106649695084,0.24829763331854385,78.67286559594253,0.5962351361494774,0.03258508021739692,0.10199553324847542,0.06901904612133822
140,0.20195168698218793,0.2512469993571421,78.68977176669483,0.5912110250310814,0.03231084988340261,0.10097584349109397,0.07074500596275633
141,0.1993827619835461,0.24569442094700641,78.71513102282333,0.5869338251488331,0.03199854871441816,0.09969138099177305,0.07003679653264497
142,0.1960990249767474,0.24959509705960128,78.86728655959425,0.5851575053394455,0.031448923414995486,0.0980495124883737,0.0687627680678998
143,0.19696397595134463,0.2425737112145796,78.80811496196112,0.5821424067261144,0.030742192085508005,0.09848198797567231,0.06862505989109086
144,0.19290409141015663,0.2385015212162083,79.00253592561285,0.5792879037635962,0.03051830736248045,0.09645204570507832,0.06604510855771309
145,0.19847670850783025,0.2454776829849009,78.40236686390533,0.5821307844171347,0.031138458080643746,0.09923835425391513,0.0710975804474815
146,0.1996743002007452,0.2485516481364259,77.74302620456467,0.5887524635249811,0.03120409174621693,0.0998371501003726,0.06873667360283706
147,0.20077499173129784,0.24886542640179465,77.52324598478445,0.5901512183798107,0.03144889241674185,0.10038749586564892,0.06983508726240385
148,0.20673026314955356,0.25214987320650095,77.25274725274726,0.5866271605776143,0.032319752083805095,0.10336513157477678,0.07389642973452203
149,0.20971423086903226,0.2524461537471241,77.0414201183432,0.5835888220720503,0.032786174429312066,0.10485711543451613,0.0722806463527832
150,0.21393214046831066,0.25772493689562864,77.05832628909552,0.5833514718545502,0.03298602965831547,0.10696607023415533,0.07442468197464691
151,0.2120491679658015,0.25737480934671325,76.93998309382924,0.5900681029270413,0.032843026062614626,0.10602458398290075,0.07751283581149153
152,0.21506916854666633,0.2648723583249946,76.58495350803042,0.6041417760583891,0.03305364245199525,0.10753458427333316,0.07784350688925763
153,0.21360538309192098,0.26322924772066686,77.80219780219781,0.6092471443652121,0.03306078929557982,0.10680269154596049,0.07615648241738196
154,0.21655093791690772,0.26681961117180253,77.37109044801352,0.6083215249176768,0.033342604726220935,0.10827546895845386,0.0757698125540382
155,0.21060411920702488,0.2638760775058244,77.54860524091293,0.6093702337973742,0.0327545041057554,0.10530205960351244,0.07394837951685879
156,0.20480214550408007,0.25527531674590526,78.27557058326289,0.6056989270603991,0.03205031508891087,0.10240107275204004,0.07197567888312396
157,0.203655842072209,0.25204277237975065,78.14032121724429,0.5998157289484162,0.032352580523736324,0.1018279210361045,0.07146070869965365
158,0.20161263741528346,0.2571010144574439,78.28402366863905,0.5969449704294367,0.031899622677206314,0.10080631870764173,0.07138491830378023
159,0.19944032570844483,0.24934091260216837,78.4530853761623,0.5957910370128677,0.03186956244927829,0.09972016285422242,0.06844880841866281
160,0.20310995476629892,0.24971724458310213,78.23330515638209,0.5961847606508646,0.032722832709492056,0.10155497738314946,0.0692422016969163
161,0.20591816598465157,0.2513962802291389,78.10650887573965,0.600608071837892,0.03292989918780167,0.10295908299232578,0.07045078585170382
162,0.20837402619606984,0.257440490090154,77.90363482671175,0.6023373559946001,0.0332585313185528,0.10418701309803492,0.07137348821959201
163,0.2048289368011326,0.24949695628990765,78.26711749788673,0.5943688506489803,0.0325856519946269,0.1024144684005663,0.07104128122685871
164,0.19954062525600788,0.24109966236817912,78.39391377852917,0.5889788396305693,0.031806149226578165,0.09977031262800394,0.07077123981431974
165,0.20051626393418767,0.24561656832214585,78.39391377852917,0.5863422463551804,0.03135980309892519,0.10025813196709384,0.06999758693985988
166,0.1951861058907799,0.24465409986792283,78.93491124260355,0.5864844291070773,0.031102725847282083,0.09759305294538995,0.06894614280663612
167,0.1977477689101651,0.24486018589995753,77.97125950972105,0.5860958056489142,0.030812942146892463,0.09887388445508255,0.0675019250208354
168,0.19803733729754058,0.24782434483391366,77.6246830092984,0.5789452779977204,0.03100868174627285,0.09901866864877029,0.06815843334576556
