household_index,evaluation_windows,mae_kwh,seasonal_naive_mae_kwh,beats_seasonal_naive,central_80_coverage_percent,central_80_width_kwh
1071,24,0.2698825436592516,0.36016319602513536,1,69.46924603174604,0.8275326110777401
1088,24,0.1644490167705549,0.210271577206662,1,82.01884920634922,0.5281566441768691
1089,24,0.19941025110523378,0.2556016854904888,1,76.26488095238095,0.6179782125307987
1092,24,0.2618779633009422,0.3732552082473708,1,80.72916666666666,0.8790928679074914
1095,24,0.1248196430156924,0.1705942464925881,1,82.76289682539682,0.30542999590259223
1111,24,0.46672956676255645,0.5639776783147161,1,77.40575396825396,1.3136981088512887
1126,24,0.10584273618934233,0.13420039728387362,1,76.33928571428571,0.30506827864825486
1133,24,0.07554113137949672,0.08231324464866212,1,71.60218253968253,0.252853648589244
1144,24,0.15716134960807504,0.18709623052309904,1,80.23313492063492,0.4898260070883211
1147,24,0.1590627140313801,0.20764062372923253,1,76.51289682539682,0.4615444270228701
1166,24,0.024766182268245354,0.02908432540587253,1,78.44742063492063,0.08600679328036864
1167,24,0.3214795633056571,0.43697445262740886,1,81.07638888888889,1.1732418631011294
1170,24,0.10402738465927541,0.1235838299783479,1,79.38988095238095,0.32001003247707904
1177,24,0.1958080327308308,0.2619337797135351,1,77.87698412698413,0.607672892980248
1189,24,0.14675130020265306,0.17514186486461392,1,79.78670634920636,0.48891392535722206
1190,24,0.08947659125145052,0.11394246016991222,1,77.70337301587301,0.2810536438621403
1191,24,0.11905316047791746,0.16188169606464234,1,78.96825396825396,0.3765510888419129
1192,24,0.46889168158402694,0.4359446919693183,0,39.50892857142857,0.4768249286663911
1195,24,0.1063158756310475,0.13849181543466532,1,72.02380952380952,0.31489233385830645
1200,24,0.24067518803002758,0.3009732126485601,1,85.24305555555556,0.9222257727247086
1203,24,0.14493236039388216,0.17844518844134336,1,70.90773809523809,0.42803378336663755
1206,24,0.2663619417765562,0.3506145829654535,1,74.72718253968253,0.7673841794945359
1213,24,0.06602618676362677,0.10011656742472763,1,77.50496031746032,0.17299645148321158
1215,24,0.07468853313716069,0.0923286207955301,1,80.15873015873017,0.26761279447144637
1224,24,0.22841512327385505,0.3044317957616249,1,76.16567460317461,0.4657896199736685
1235,24,0.10596418141808715,0.1291959322490064,1,72.32142857142857,0.3279957595865227
1236,24,0.13898660318319878,0.19731175553401015,1,83.50694444444444,0.46235355075507883
1237,24,0.23888572561185037,0.3215039687486188,1,77.57936507936508,0.6396817757326755
1268,24,0.4020600337334188,0.5391118537116286,1,86.58234126984127,1.2079673918252367
1270,24,0.16689788773452627,0.22155977171173113,1,80.87797619047619,0.5035714878671108
1274,24,0.08521921959029333,0.09621850117423852,1,82.53968253968253,0.26807544159237295
1276,24,0.17948381862943136,0.20695114116709207,1,75.17361111111111,0.3955763115673252
1296,24,0.11986190082305777,0.1562100687056839,1,70.03968253968253,0.33529832323140923
1307,24,0.2505952760203934,0.3381324399074185,1,78.05059523809523,0.7463297729735219
1320,24,0.21841167017532465,0.2748928574932044,1,78.02579365079364,0.6871390902688579
1324,24,0.14127554798439618,0.18560962293422706,1,77.65376984126983,0.4163823574929247
1325,24,0.2417411195772094,0.30633258904858923,1,82.68849206349206,0.802867231062717
1326,24,0.32456096829403014,0.36642634063508245,1,80.18353174603175,1.022300566384007
1327,24,0.31957405853632187,0.45511731074472506,1,71.47817460317461,0.7634781712947029
1336,24,0.27270301295911414,0.3911294648449199,1,70.03968253968253,0.7570092337472099
1337,24,0.09843794313085724,0.12683680500661482,1,83.35813492063492,0.40138168830705423
1341,23,0.20083933642739527,0.2553563655390719,1,77.04451345755695,0.6281315508967663
1344,24,0.146069733504509,0.17369717103521531,1,71.35416666666666,0.46763257019680055
1345,24,0.5772550226372134,0.6994655240421361,1,74.95039682539682,1.2837335366667026
1348,24,0.24318704442564576,0.28904464201713426,1,80.50595238095238,0.769513949818377
1349,23,0.02590862036669168,0.02981444083223617,1,87.21532091097308,0.0849600528756361
1353,24,0.12565029740133987,0.17333705443750314,1,70.8829365079365,0.4311520193577818
1354,24,0.15335422704303045,0.18390947368942082,1,84.44940476190477,0.5125300492019584
1355,24,0.08125816059801431,0.12125496017295749,1,80.55555555555556,0.26353934300797327
1357,24,0.4128074430128826,0.5303559031832726,1,77.08333333333334,1.208324548825326
1373,24,0.4492323034930797,0.5534310503788884,1,81.02678571428571,1.3912538996055013
1378,24,0.30015430200405213,0.3898273807768303,1,73.90873015873017,1.0017298094721303
1379,19,0.13970967539280355,0.17478759348320128,1,67.35588972431079,0.17584971879914701
1380,24,0.11477963087594299,0.16181845187684446,1,72.64384920634922,0.32110510085938526
1384,24,0.08214354482368522,0.10490153778791575,1,74.50396825396825,0.2405515538790958
1387,24,0.11576645007950165,0.1360818452505757,1,76.33928571428571,0.35842331654820886
1388,24,0.2398295347479039,0.2965342275122003,1,78.1498015873016,0.7704712769297498
1389,24,0.37346706098122967,0.46589731969242354,1,69.94047619047619,0.9521895372530534
1392,24,0.08481793511947174,0.12011631942836434,1,77.95138888888889,0.2702851102332629
1393,24,0.11172036261164717,0.1610146328392956,1,79.29067460317461,0.393453673855032
1395,24,0.2913553271015796,0.3874747025251891,1,72.49503968253968,0.860469815894104
1400,24,0.09081711186445318,0.1320468752699468,1,78.17460317460318,0.32136102283506524
1402,24,0.00028890692849219905,0.0004687499987041866,1,99.55357142857143,0.0010175611140196465
1407,24,0.1183061683698306,0.15644717214828624,1,81.84523809523809,0.3458809927567869
1413,24,0.19355302702058994,0.2552616561740814,1,78.27380952380952,0.6124906629649183
1415,24,0.36231403252006406,0.4594818939647031,1,80.72916666666666,1.187833582043707
1419,24,0.13114019636238466,0.19682217116762388,1,79.19146825396825,0.4285320402196949
1422,24,0.02395828218354764,0.032695932598745994,1,82.14285714285714,0.08440112516317251
1426,24,0.14583581599539944,0.19862425560870814,1,81.4484126984127,0.3145904356562015
1429,24,0.20283890092035844,0.27647941595401676,1,79.8859126984127,0.6473042119205707
1439,24,0.23759456044007538,0.2957539673135172,1,77.72817460317461,0.6909930003688686
1440,24,0.05909477726238528,0.08510689471944398,1,83.60615079365078,0.2079774409639723
1443,24,0.10900070241353076,0.15678819383047374,1,82.76289682539682,0.34696350354583017
1461,24,0.1686103740773563,0.22872246998835297,1,83.25892857142857,0.5752395679176386
1462,24,0.09596645255898317,0.13137896846063316,1,83.53174603174604,0.3563590045641398
1469,24,0.1537494976036546,0.20974677592508553,1,79.78670634920636,0.4869057180855187
1471,24,0.38953116732106235,0.5181009412950112,1,61.458333333333336,0.5986356179909929
1474,24,0.18082929031908632,0.2490979668033856,1,84.25099206349206,0.5532535483306718
1478,24,0.06595773826397601,0.08513814510984553,1,77.87698412698413,0.19169170549508954
1480,24,0.07864705462466985,0.10283854140323542,1,80.38194444444444,0.2376241592767959
1492,24,0.1250577924185477,0.16537251950348802,1,78.64583333333334,0.3942861675972208
1495,24,0.06211741978675866,0.07991567462412937,1,75.09920634920636,0.17425859798788138
1498,24,0.4459626371417904,0.5948670618199108,1,76.88492063492063,1.3503570503200448
1501,24,0.0771524875336105,0.07569022786005267,0,82.93650793650794,0.2888594347510546
1503,24,0.2678785053449535,0.3233370544547806,1,79.51388888888889,0.8622909617935499
1507,24,0.2008748961989546,0.24973586251190494,1,78.1498015873016,0.6788465624069056
1509,24,0.17646349695213656,0.2411711319457806,1,81.00198412698413,0.5858272806970433
1512,24,0.11541112827964956,0.133835566233814,1,82.39087301587301,0.4013969127924019
1520,24,0.22324342917769202,0.3021607132598994,1,84.25099206349206,0.9034444593957492
1530,24,0.14132746594721482,0.1945808530777752,1,79.63789682539682,0.43758302661664195
1533,24,0.28641703872874913,0.3616741081470594,1,82.88690476190477,0.9696542366023456
1541,24,0.7368153621228264,0.8739010441294384,1,62.673611111111114,1.1112119334616832
1547,24,0.1881735944595661,0.24610689449833617,1,79.19146825396825,0.5757670690793366
1553,24,0.13258046218349287,0.1822715774067633,1,86.38392857142857,0.40354587661937646
1554,24,0.12479057940580542,0.16913615980939495,1,79.56349206349206,0.3730462976391353
1556,24,0.0995648438535956,0.12903372993016438,1,79.09226190476191,0.3195446594414996
1564,24,0.15224926228938063,0.20890575313075846,1,79.61309523809523,0.41366485242051854
1566,24,0.035578417020761186,0.048901289717399606,1,77.35615079365078,0.11473064468840935
1568,8,0.09228982393341582,0.09904687575873963,1,76.19047619047619,0.28539250342042316
1569,24,0.13153856011876275,0.17536210206093356,1,75.59523809523809,0.38559507986249786
1574,24,0.21634714629515886,0.28574231130603167,1,80.95238095238095,0.5767985084759337
1575,24,0.16584980085913448,0.21018353105884874,1,78.81944444444444,0.524658265623397
1576,24,0.11484300927259028,0.12654638017383626,1,87.74801587301587,0.4177425304087736
1594,24,0.02320081123278734,0.032217509963557524,1,83.65575396825396,0.07854599094652157
1596,24,0.10183623067513552,0.13348487160068803,1,71.65178571428571,0.2791975703689137
1597,24,0.06755262475723164,0.08996924601720706,1,83.06051587301587,0.23895295352734153
1598,24,0.23089224684037388,0.31435044618722585,1,75.64484126984127,0.6576884044186463
1600,24,0.02773004729602863,0.031797867136663716,1,74.40476190476191,0.08648585741101424
1601,24,0.2584993011495542,0.3232085811092503,1,76.81051587301587,0.7936476866699873
1603,24,0.09752203199166125,0.11924627909043227,1,90.4265873015873,0.3484554950107214
1605,24,0.05069913983999637,0.06494022794036677,1,73.13988095238095,0.1494179994795501
1610,24,0.04406350812069067,0.05474925581975618,1,84.47420634920636,0.1683517191078632
1612,24,0.2034657572329461,0.2872259422654188,1,74.87599206349206,0.6327062233661612
1632,24,0.5222328517434468,0.6158668183359421,1,83.48214285714286,1.7457714140016054
1643,24,0.12726091545551926,0.16354761927920794,1,80.92757936507937,0.38489108281912254
1656,24,0.3881454690745736,0.5038559032319527,1,82.01884920634922,1.1631471886269984
1657,24,0.24647490733066604,0.17069345330339045,0,51.31448412698413,0.443796037910654
1662,17,0.7296046385285901,0.9408284360829856,1,79.48179271708683,2.427503082348185
1666,16,0.11765130002112571,0.18912165177503734,1,88.57886904761905,0.44638785743154585
1673,24,0.12989590671061288,0.18195138928214355,1,80.55555555555556,0.4353240016360013
1674,24,0.12308968412726821,0.1714853671959616,1,83.75496031746032,0.38397933713101323
1675,24,0.4407222051513455,0.5671512889010566,1,75.52083333333334,1.2512190733548432
1676,24,0.3188589287825698,0.3523444946234425,1,86.1359126984127,0.9799136354159268
1681,24,0.18565446037488678,0.23885912814044527,1,78.81944444444444,0.5534241127205037
1683,24,0.16006400544170496,0.21239632973817016,1,76.26488095238095,0.5110481425912844
1684,24,0.21542618352003276,0.29731200338204555,1,72.39583333333334,0.6599592364075343
1699,24,0.10092394288429725,0.13130059528778057,1,76.73611111111111,0.29893358674136894
1703,24,0.12710030098253536,0.16272941374012995,1,78.67063492063492,0.3934902417074357
1705,24,0.10205790527291515,0.15431820427641338,1,75.29761904761905,0.3150064389735076
1706,24,0.10835460750090462,0.14657762919050005,1,78.49702380952381,0.360991679638299
1720,24,0.3724076356369233,0.4999112097993641,1,78.1001984126984,1.0860938345052538
1721,24,0.10165973778145151,0.13376190439504126,1,80.87797619047619,0.3095976022212574
1724,24,0.09832763543633359,0.10095833294973192,1,86.18551587301587,0.32995712031085517
1726,24,0.10934857855964866,0.13778596236102564,1,72.22222222222221,0.29398742841467973
1729,24,0.16567168301267046,0.2175845740924752,1,74.47916666666666,0.5587833530180866
1735,24,0.04004280283744077,0.053307291544837106,1,79.61309523809523,0.13935867582248257
